=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2020.12.22 16:42:51 =~=~=~=~=~=~=~=~=~=~=~=

Adafruit MPU6050 test!
MPU6050 Found!
Accelerometer range set to: +-8G
-0.16 0.22 0.33 1.76 -73.25
-0.04 0.26 0.34 1.96 -72.35
0.09 0.20 0.31 2.10 -74.19
-0.12 0.13 0.30 2.22 -75.86
-0.16 0.17 0.31 2.34 -72.27
-0.16 0.21 0.31 2.45 -73.71
-0.10 0.23 0.30 2.57 -76.05
-0.07 0.18 0.29 2.67 -77.32
-0.09 0.20 0.27 2.76 -80.28
0.02 0.16 0.26 2.85 -79.68
0.02 0.20 0.25 2.94 -79.49
0.23 0.14 0.24 2.99 -78.15
-0.07 0.14 0.20 3.05 -86.74
-0.37 0.13 0.20 3.11 -91.56
-0.91 0.14 0.23 3.18 -95.06
-1.18 0.07 0.28 3.29 -99.23
-1.05 0.12 0.34 3.40 -97.41
-0.89 0.24 0.41 3.55 -92.09
-0.91 0.40 0.46 3.68 -88.03
-0.80 0.15 0.50 3.82 -85.25
-0.55 -0.06 0.53 3.98 -81.97
-0.54 0.10 0.57 4.11 -76.50
-0.41 0.21 0.61 4.24 -66.21
-0.11 0.12 0.64 4.36 -53.77
-0.39 0.20 0.64 4.49 -53.27
-0.27 0.26 0.66 4.61 -47.68
-0.14 0.07 0.67 4.70 -39.35
-0.35 0.15 0.68 4.78 -35.12
-0.06 0.28 0.69 4.85 -26.65
0.25 0.04 0.63 4.91 -32.94
0.05 0.20 0.56 4.94 -44.43
0.22 0.24 0.49 4.96 -55.85
-0.09 0.34 0.39 4.98 -79.59
-0.64 0.43 0.34 5.02 -99.45
-0.62 0.25 0.37 5.05 -98.24
-0.74 -0.00 0.43 5.10 -92.53
-0.67 -0.09 0.49 5.15 -81.94
-0.12 0.14 0.57 5.19 -57.42
-0.18 -0.06 0.58 5.24 -52.20
-0.13 0.04 0.60 5.27 -41.81
-0.05 0.21 0.64 5.29 -25.22
0.10 0.29 0.67 5.30 -8.89
-0.08 0.10 0.70 5.29 4.78
0.08 0.28 0.70 5.27 15.05
0.22 0.75 0.68 5.24 21.11
0.75 0.36 0.63 5.18 25.46
0.61 -0.06 0.51 5.10 10.47
0.24 -0.09 0.45 5.01 2.49
-0.14 0.29 0.39 4.91 -10.99
-0.49 0.23 0.36 4.82 -23.37
-0.32 0.10 0.33 4.75 -31.91
-0.33 0.09 0.31 4.69 -41.27
-0.04 0.05 0.31 4.62 -39.28
0.11 0.25 0.31 4.54 -32.37
0.29 0.17 0.32 4.47 -20.41
0.22 -0.16 0.34 4.39 -7.79
0.59 -0.04 0.33 4.29 2.91
0.71 0.53 0.28 4.12 4.88
0.80 0.53 0.19 3.99 -3.32
0.60 0.37 0.14 3.84 -4.73
0.37 0.48 0.12 3.69 -1.61
0.30 0.48 0.11 3.54 2.53
0.13 0.36 0.13 3.39 12.92
-0.10 0.20 0.17 3.22 24.58
-0.29 -0.03 0.18 3.09 25.24
-0.09 -0.24 0.15 2.94 16.03
-0.12 -0.24 0.10 2.83 2.39
-0.01 0.00 0.03 2.72 -15.58
0.23 0.10 -0.05 -0.13 61.18
0.19 0.25 -0.13 -0.11 37.76
-0.21 0.30 -0.21 -0.20 10.76
-0.26 0.34 -0.22 -0.28 0.88
0.08 0.44 -0.20 -0.35 6.21
0.06 0.46 -0.17 -0.45 13.16
0.38 0.31 -0.13 -0.52 28.65
0.63 0.23 -0.12 -0.61 41.91
0.63 0.28 -0.13 -0.70 48.40
0.62 0.23 -0.18 -0.80 43.62
0.56 0.14 -0.24 -0.93 37.24
0.55 0.07 -0.30 -1.04 27.44
0.54 0.15 -0.39 -1.16 7.15
0.23 0.17 -0.48 -1.28 -15.68
-0.21 0.20 -0.52 -1.37 -35.04
-0.50 0.23 -0.52 -1.45 -49.66
-0.42 0.24 -0.51 -1.49 -59.36
-0.27 0.25 -0.51 -1.51 -68.61
-0.03 0.24 -0.53 -1.52 -82.09
0.06 0.19 -0.56 -1.53 -94.82
-0.01 0.18 -0.59 -1.52 -108.07
-0.53 0.11 -0.57 -1.49 -119.99
-0.49 0.18 -0.51 -1.45 -117.47
-0.32 0.31 -0.42 -1.38 -103.96
-0.13 0.27 -0.33 -1.31 -84.64
0.04 0.18 -0.22 -1.25 -57.59
0.01 0.01 -0.11 -1.19 -28.94
-0.06 -0.03 -0.08 -1.11 -22.47
-0.37 0.00 -0.06 0.07 -62.80
-0.44 0.18 -0.01 0.09 -54.26
-0.26 0.35 0.04 0.08 -42.86
-0.16 0.48 0.05 0.08 -37.69
-0.19 0.34 0.04 0.09 -42.46
-0.14 0.06 0.01 0.08 -48.81
-0.00 0.15 -0.04 0.07 -59.74
-0.18 0.13 -0.10 0.08 -78.67
-0.30 0.03 -0.13 0.16 -92.77
-0.29 0.14 -0.16 0.28 -108.44
-0.21 0.21 -0.21 0.38 -130.28
-0.21 0.29 -0.23 0.47 -141.50
-0.55 0.02 -0.17 0.58 -137.02
-0.81 0.19 -0.05 0.73 -118.98
-0.56 0.35 0.09 0.13 -64.16
-0.29 0.25 0.25 0.26 -24.72
0.44 0.26 0.30 0.37 0.05
0.45 0.24 0.25 0.47 -3.16
-0.14 -0.05 0.20 0.57 -18.36
-0.52 0.05 0.23 0.66 -17.77
-0.69 0.36 0.28 0.75 -13.68
-0.39 -0.06 0.30 0.85 -10.88
-0.32 -0.13 0.27 0.95 -21.70
-0.16 0.02 0.21 1.06 -38.73
-0.13 0.16 0.14 1.15 -58.24
-0.39 0.22 0.10 1.26 -75.30
-0.59 0.24 0.08 1.36 -91.54
-0.58 0.23 0.10 0.13 -48.27
-0.38 0.12 0.14 0.25 -42.13
-0.20 0.38 0.18 0.35 -33.08
0.63 0.31 0.17 0.44 -24.15
0.55 0.28 0.13 0.51 -24.07
-0.01 -0.08 0.12 0.58 -27.52
-0.75 0.10 0.18 0.67 -21.82
-0.66 0.07 0.24 0.75 -13.52
-0.55 0.06 0.24 0.84 -20.47
-0.53 0.07 0.21 0.93 -37.77
-0.24 0.11 0.17 1.05 -51.10
-0.15 0.26 0.13 1.14 -62.60
-0.35 0.52 0.11 1.23 -73.45
-0.11 0.20 0.13 1.32 -69.75
0.06 -0.10 0.14 1.42 -64.00
-0.37 -0.16 0.20 1.52 -53.78
-0.44 0.06 0.28 1.61 -36.82
-0.09 0.12 0.32 1.69 -22.27
0.00 0.13 0.34 1.76 -13.82
0.10 0.36 0.33 1.83 -12.32
0.45 0.52 0.29 1.87 -12.59
0.07 0.52 0.26 1.90 -16.87
-0.19 0.50 0.29 1.94 -8.47
-0.20 0.18 0.32 1.97 -0.34
-0.43 -0.13 0.34 2.00 -0.21
-0.47 -0.24 0.34 2.04 -3.36
-0.29 -0.08 0.32 2.08 -9.57
0.05 0.04 0.28 2.11 -17.54
-0.05 0.16 0.23 2.14 -30.93
-0.13 0.21 0.19 2.16 -41.92
-0.40 0.27 0.18 2.21 -48.56
-0.19 0.25 0.21 2.24 -41.77
0.03 0.55 0.25 2.27 -28.87
0.26 0.07 0.25 2.28 -21.67
0.26 -0.25 0.24 2.28 -16.09
0.06 -0.09 0.26 2.28 -7.51
0.14 0.24 0.31 2.27 11.32
0.28 0.36 0.33 2.25 24.27
0.33 0.61 0.32 2.21 31.43
0.15 0.59 0.29 2.16 30.36
-0.07 0.46 0.28 2.11 28.28
-0.21 0.43 0.29 2.08 31.62
-0.05 0.24 0.33 2.03 44.60
0.29 0.14 0.34 1.98 56.47
0.42 0.16 0.30 1.91 55.74
0.38 0.21 0.19 1.83 34.31
0.33 0.01 0.10 1.73 18.12
0.10 -0.10 0.04 1.65 3.53
-0.14 0.05 0.00 -0.07 49.00
-0.07 0.18 -0.02 -0.08 40.46
0.08 0.26 -0.04 -0.06 33.20
0.21 0.25 -0.07 -0.07 26.59
0.14 0.25 -0.08 -0.06 21.73
0.11 0.20 -0.09 -0.06 18.89
0.11 0.12 -0.10 -0.09 15.86
0.07 0.15 -0.10 -0.14 14.49
-0.07 0.18 -0.10 -0.20 13.47
0.04 0.22 -0.08 -0.24 19.27
0.23 0.25 -0.06 -0.06 17.66
0.30 0.23 -0.06 -0.06 20.61
0.29 0.24 -0.06 -0.06 23.30
0.24 0.22 -0.06 -0.06 24.38
0.12 0.16 -0.05 -0.07 26.46
-0.02 0.16 -0.04 -0.06 27.26
-0.07 0.17 -0.03 -0.06 27.38
-0.12 0.19 -0.02 -0.05 25.32
-0.20 0.23 -0.00 -0.04 24.39
-0.20 0.22 0.01 -0.03 24.06
-0.15 0.21 0.02 -0.03 24.25
-0.14 0.20 0.04 -0.03 24.96
-0.15 0.17 0.06 -0.02 26.93
-0.08 0.18 0.07 -0.02 29.66
-0.05 0.19 0.08 -0.02 32.78
-0.08 0.19 0.11 -0.01 38.14
-0.10 0.19 0.13 -0.03 44.31
-0.06 0.20 0.15 -0.04 50.70
0.04 0.22 0.17 -0.06 57.01
0.13 0.21 0.17 -0.08 61.94
0.15 0.20 0.17 -0.11 66.87
0.14 0.20 0.18 -0.15 74.31
0.11 0.20 0.20 -0.18 82.84
0.15 0.20 0.22 -0.23 92.87
0.15 0.21 0.24 -0.27 103.31
0.46 0.24 0.25 -0.34 117.17
1.31 0.25 0.18 -0.44 122.61
1.36 0.23 0.04 -0.56 109.54
1.34 0.27 -0.12 -0.18 70.65
1.04 0.28 -0.29 -0.38 38.75
0.56 0.19 -0.38 -0.54 20.73
0.14 0.09 -0.38 -0.69 18.67
0.25 0.17 -0.35 -0.84 28.29
0.46 0.24 -0.35 -0.98 31.39
0.58 0.21 -0.39 -1.16 28.03
0.57 0.23 -0.44 -1.30 20.01
0.39 0.25 -0.45 -1.48 20.03
0.22 0.27 -0.43 -1.61 27.08
0.15 0.27 -0.37 -1.73 40.59
0.29 0.22 -0.35 -1.88 50.00
0.46 0.19 -0.35 -2.00 53.93
0.55 0.18 -0.37 -2.13 53.10
0.51 0.22 -0.40 -2.25 50.38
0.37 0.27 -0.42 -2.37 46.30
0.29 0.24 -0.44 -2.53 43.12
0.23 0.15 -0.46 -2.64 37.69
0.20 0.03 -0.48 -2.74 31.02
0.28 0.07 -0.50 -2.83 25.05
0.27 0.16 -0.52 -2.94 18.63
0.16 0.25 -0.54 -3.02 12.62
0.04 0.29 -0.53 -3.09 9.14
0.04 0.28 -0.52 -3.15 7.07
0.05 0.29 -0.52 -3.21 2.44
0.10 0.28 -0.53 -3.26 -2.58
0.08 0.22 -0.54 -3.29 -9.57
-0.08 0.15 -0.54 -3.31 -16.60
-0.26 0.24 -0.51 -3.31 -18.15
-0.38 0.25 -0.46 -3.30 -17.78
-0.20 0.21 -0.43 -3.27 -16.69
-0.02 0.15 -0.41 -3.24 -17.78
0.15 0.15 -0.42 -3.20 -22.08
0.21 0.19 -0.43 -3.17 -24.05
0.16 0.18 -0.40 -3.13 -18.13
0.26 0.11 -0.38 -3.10 -11.92
0.28 0.08 -0.37 -3.08 -8.89
0.13 0.12 -0.36 -3.05 -7.18
0.14 0.17 -0.35 -3.02 -8.26
0.01 0.15 -0.37 -2.99 -15.18
-0.01 0.19 -0.39 -2.93 -26.04
-0.10 0.19 -0.41 -2.89 -37.10
-0.20 0.20 -0.41 -2.84 -46.43
-0.21 0.18 -0.40 -2.77 -51.77
-0.17 0.16 -0.40 -2.69 -57.89
-0.09 0.16 -0.39 -2.61 -62.55
0.11 0.18 -0.39 -2.54 -63.87
0.52 0.21 -0.39 -2.48 -59.88
1.23 0.21 -0.44 -2.43 -56.06
1.81 0.16 -0.52 -2.43 -53.32
2.21 0.13 -0.64 -2.48 -54.63
2.57 0.15 -0.80 -2.57 -63.22
2.42 0.16 -0.92 -2.71 -65.05
1.59 0.11 -0.96 -2.90 -58.04
1.20 0.34 -0.93 -3.06 -39.86
1.12 0.42 -0.94 -3.23 -32.30
0.87 0.32 -0.99 -3.43 -41.38
0.27 0.24 -1.09 -3.60 -72.39
-0.18 0.23 -1.16 -3.72 -108.52
-0.79 0.13 -1.22 -3.79 -151.04
-1.04 0.17 -1.23 -3.82 -185.85
-1.41 0.22 -1.22 -3.77 -219.90
-1.72 0.24 -1.14 -3.68 -240.51
-1.83 0.25 -1.03 -3.53 -253.68
-1.80 0.32 -0.87 -3.24 -250.88
-1.97 0.33 -0.71 -2.99 -248.81
-1.80 -0.08 -0.49 -2.69 -224.24
-2.34 -0.22 -0.26 -2.36 -202.90
-1.90 -0.16 -0.06 -1.93 -179.99
-2.12 0.21 0.20 -1.54 -139.26
-1.91 0.13 0.43 -1.13 -107.59
-1.32 -0.13 0.65 -0.55 -69.02
-1.71 0.22 0.77 -0.12 -60.08
-1.07 0.49 0.82 0.30 -58.13
-0.36 0.63 0.84 0.70 -52.86
-1.06 0.13 0.82 1.09 -67.73
-1.39 -0.59 0.79 1.57 -94.86
-0.97 0.56 0.77 1.95 -107.46
-0.86 0.93 0.72 2.33 -128.59
-1.31 0.14 0.68 2.79 -159.36
-1.18 -0.19 0.69 3.25 -173.98
-1.05 0.16 0.74 3.63 -171.44
-1.14 0.18 0.86 4.01 -150.52
-1.20 -0.74 0.98 4.46 -130.82
-1.29 -0.28 1.06 4.83 -120.99
-1.35 0.98 1.12 5.20 -112.56
-1.31 0.69 1.21 5.55 -98.17
-1.41 -0.30 1.36 6.06 -72.97
-0.59 -0.20 1.49 6.39 -35.53
-0.16 0.32 1.57 6.69 -1.79
0.02 -0.15 1.60 6.95 22.90
-0.57 -0.38 1.54 7.18 12.89
-0.46 0.37 1.49 7.44 7.06
-0.69 0.58 1.36 7.63 -24.17
-0.69 0.43 1.34 7.82 -31.59
-0.94 0.30 1.38 8.04 -24.99
-0.31 0.11 1.43 8.19 -1.91
0.20 -0.46 1.40 8.34 6.65
0.04 -0.74 1.33 8.44 1.90
0.18 0.31 1.27 8.50 2.33
-0.15 1.08 1.24 8.55 5.93
-0.59 0.75 1.32 8.59 30.75
0.43 0.61 1.43 8.59 84.08
0.56 0.22 1.41 8.55 103.56
0.26 0.01 1.33 8.49 101.92
0.84 -1.07 1.25 8.39 105.17
0.92 -0.23 1.15 8.23 106.94
0.49 0.13 1.07 8.08 105.40
0.99 0.65 0.92 7.89 91.11
-0.06 0.75 0.79 7.70 62.38
0.24 0.50 0.64 7.47 35.20
0.43 0.09 0.53 7.22 20.93
0.71 0.16 0.45 7.01 16.07
0.04 0.22 0.37 6.79 0.53
0.10 -0.20 0.33 6.58 -5.24
-0.09 -0.51 0.32 6.33 -4.42
-0.14 -0.48 0.34 6.14 1.62
0.04 -0.01 0.35 5.94 10.66
0.23 0.49 0.36 5.75 21.01
0.53 0.45 0.36 5.50 35.62
0.11 0.58 0.37 5.26 44.25
-0.36 0.68 0.43 5.07 60.19
-0.24 0.34 0.53 4.89 88.81
0.21 0.03 0.62 4.70 123.20
0.52 0.04 0.66 4.50 150.25
0.82 0.14 0.68 4.23 177.28
1.15 0.30 0.64 3.98 194.32
1.60 0.46 0.48 3.64 184.69
1.63 0.20 0.19 3.32 137.19
1.34 -0.00 -0.04 2.92 99.52
1.17 -0.17 -0.25 2.58 60.99
0.71 -0.08 -0.43 2.25 20.68
0.39 0.02 -0.49 1.93 4.35
0.37 0.19 -0.51 1.56 3.31
0.27 0.29 -0.50 1.27 5.99
0.16 0.20 -0.46 0.94 15.64
0.21 0.14 -0.41 0.69 29.86
0.41 0.15 -0.35 0.44 49.84
0.48 0.20 -0.31 0.15 66.24
0.43 0.22 -0.28 -0.09 79.76
0.33 0.25 -0.23 -0.32 96.44
0.39 0.25 -0.20 -0.55 109.98
0.47 0.20 -0.19 -0.77 119.43
0.50 0.11 -0.21 -1.09 124.28
0.68 0.11 -0.25 -1.31 122.10
0.79 0.17 -0.33 -1.54 111.50
0.72 0.18 -0.39 -1.77 102.59
0.80 0.15 -0.44 -2.04 100.18
0.81 0.19 -0.50 -2.28 92.47
0.89 0.12 -0.57 -2.51 85.06
0.57 0.16 -0.63 -2.74 70.15
0.39 0.15 -0.69 -3.04 57.10
0.53 0.25 -0.72 -3.25 52.77
0.48 0.32 -0.73 -3.44 48.28
0.07 0.56 -0.75 -3.62 38.73
0.16 0.55 -0.73 -3.78 38.74
0.18 0.59 -0.71 -3.96 40.76
0.28 0.50 -0.73 -4.09 33.94
0.20 0.23 -0.74 -4.21 26.27
0.31 -0.07 -0.73 -4.35 27.86
0.29 -0.20 -0.68 -4.47 39.27
0.33 -0.48 -0.62 -4.57 53.90
0.42 -0.39 -0.55 -4.66 74.33
0.76 -0.02 -0.52 -4.76 91.65
0.82 0.01 -0.54 -4.87 93.25
0.64 0.65 -0.60 -5.00 84.15
0.59 0.58 -0.65 -5.11 71.77
0.35 0.18 -0.72 -5.23 54.14
0.08 0.01 -0.78 -5.32 29.82
0.22 -0.03 -0.83 -5.39 11.89
0.25 0.02 -0.88 -5.47 -6.70
-0.33 0.41 -0.85 -5.50 -13.50
-0.33 0.44 -0.79 -5.52 -10.53
-0.41 0.67 -0.74 -5.51 -11.32
-0.59 0.89 -0.68 -5.47 -13.28
-0.02 0.26 -0.65 -5.42 -12.31
0.04 0.03 -0.67 -5.37 -25.85
0.47 -0.04 -0.71 -5.33 -36.04
-0.01 -0.28 -0.75 -5.27 -52.73
-0.45 -0.14 -0.71 -5.18 -59.39
-0.46 0.05 -0.60 -5.09 -43.19
-0.34 0.07 -0.49 -4.98 -24.72
0.06 0.20 -0.41 -4.88 -5.73
0.29 0.12 -0.37 -4.74 3.48
0.23 0.10 -0.35 -4.65 8.63
0.19 0.38 -0.33 -4.56 14.29
-0.07 0.08 -0.31 -4.47 14.56
-0.13 0.01 -0.30 -4.38 12.88
-0.27 0.09 -0.29 -4.26 7.19
-0.26 0.10 -0.25 -4.15 9.59
-0.43 0.26 -0.25 -4.04 -0.91
-0.72 0.40 -0.27 -3.88 -22.68
-0.92 0.41 -0.26 -3.72 -38.31
-0.78 0.38 -0.20 -3.52 -39.77
-0.57 0.31 -0.15 -3.34 -36.08
-0.34 0.17 -0.07 -3.17 -20.91
0.23 0.21 -0.07 -3.00 -18.05
0.70 0.23 -0.12 -2.86 -22.72
0.70 0.19 -0.23 -2.72 -41.56
0.30 0.20 -0.28 -2.59 -55.77
-0.19 0.23 -0.27 -2.48 -57.24
-0.35 0.23 -0.20 -2.36 -47.23
-0.32 0.13 -0.13 -2.21 -37.81
-0.42 0.13 -0.07 -2.08 -28.35
-0.45 0.10 -0.02 0.13 -95.21
-0.39 0.12 0.03 0.14 -85.02
-0.24 0.20 0.05 0.14 -78.38
-0.21 0.23 0.04 0.19 -81.30
-0.18 0.20 0.03 0.13 -79.23
-0.16 0.17 0.03 0.13 -79.40
-0.22 0.17 0.02 0.13 -81.57
-0.24 0.18 0.01 0.13 -83.84
-0.24 0.21 -0.00 0.15 -86.99
-0.24 0.21 -0.01 0.13 -87.51
-0.22 0.19 -0.01 0.13 -88.99
-0.17 0.17 -0.03 0.15 -92.81
-0.18 0.18 -0.04 0.12 -93.98
-0.20 0.20 -0.05 0.15 -97.43
-0.24 0.21 -0.06 0.12 -100.91
-0.25 0.21 -0.07 0.13 -104.59
-0.22 0.20 -0.09 0.13 -108.19
-0.19 0.19 -0.10 0.28 -117.97
-0.16 0.19 -0.11 0.40 -125.41
-0.31 0.18 -0.12 0.56 -136.11
-0.33 0.17 -0.10 0.69 -137.27
-0.37 0.21 -0.07 0.86 -136.67
-1.21 0.15 0.02 0.16 -104.07
-2.05 0.09 0.20 0.20 -80.90
-2.33 0.09 0.43 0.44 -53.81
-2.25 0.13 0.59 0.77 -43.98
-2.20 0.10 0.66 1.08 -56.79
-2.32 0.12 0.73 1.49 -72.96
-2.82 0.16 0.84 1.87 -81.16
-3.18 0.14 0.98 2.30 -88.50
-3.27 0.09 1.14 2.86 -93.13
-3.07 -0.10 1.35 3.36 -74.22
-3.08 0.16 1.53 3.89 -61.09
-3.12 0.23 1.72 4.44 -46.61
-3.12 0.11 1.96 5.13 -19.16
-2.84 0.08 2.16 5.84 3.59
-2.30 0.09 2.32 6.42 28.89
-1.49 0.10 2.44 6.97 60.12
-0.68 0.14 2.49 7.47 89.10
-0.03 0.17 2.50 8.00 112.93
0.46 0.40 2.48 8.37 139.95
0.85 0.28 2.43 8.66 167.45
1.43 0.12 2.36 8.86 197.81
1.76 0.13 2.25 9.01 220.63
1.65 0.16 2.10 9.04 232.92
2.01 0.25 1.91 8.99 235.59
1.99 0.32 1.70 8.86 231.38
2.09 0.40 1.48 8.63 223.81
2.39 0.30 1.28 8.36 224.54
2.61 0.15 1.04 8.02 214.55
2.65 0.33 0.73 7.55 185.68
2.51 0.33 0.49 7.01 171.71
2.50 -0.17 0.29 6.52 163.41
2.25 -0.11 0.17 6.00 169.63
2.17 -0.39 0.04 5.34 174.59
1.52 0.05 -0.10 4.78 162.25
1.03 0.68 -0.17 4.23 158.75
1.41 1.01 -0.24 3.67 162.54
2.31 0.68 -0.37 2.97 170.71
1.94 0.26 -0.56 2.25 154.45
1.29 0.66 -0.69 1.66 134.65
1.96 0.09 -0.70 1.06 156.75
1.94 -0.66 -0.68 0.33 191.86
2.05 -1.05 -0.78 -0.29 194.01
1.40 -0.01 -0.93 -0.89 168.54
0.67 1.72 -0.97 -1.59 163.82
1.64 1.01 -1.03 -2.16 165.42
2.05 0.35 -1.23 -2.86 141.34
1.72 -0.23 -1.41 -3.44 109.41
1.41 -0.53 -1.49 -4.12 101.70
1.14 -0.57 -1.49 -4.66 108.44
0.45 1.08 -1.46 -5.16 110.31
0.67 0.36 -1.44 -5.73 114.03
0.47 -0.49 -1.48 -6.17 97.43
0.50 -0.53 -1.54 -6.57 74.57
1.07 -1.08 -1.62 -7.04 58.04
1.18 -1.70 -1.66 -7.41 48.41
0.28 -0.39 -1.66 -7.81 38.45
0.62 0.81 -1.72 -8.12 17.91
0.41 0.12 -1.74 -8.39 0.23
0.03 0.15 -1.76 -8.63 -23.10
0.06 -0.44 -1.78 -8.87 -43.13
-0.40 -1.69 -1.70 -9.05 -45.52
-0.47 0.57 -1.59 -9.15 -41.57
-0.37 0.78 -1.49 -9.22 -35.61
0.48 0.08 -1.47 -9.29 -34.96
0.10 0.38 -1.54 -9.32 -67.83
-0.15 0.82 -1.50 -9.32 -75.59
0.11 -0.16 -1.40 -9.31 -64.35
0.07 -0.01 -1.29 -9.27 -45.72
-0.47 0.76 -1.17 -9.19 -35.72
-0.66 -0.38 -1.01 -9.10 -14.65
-0.21 0.29 -0.95 -8.99 -11.16
0.20 0.55 -0.96 -8.87 -21.60
-0.00 0.41 -1.00 -8.73 -43.97
-0.16 -0.26 -1.00 -8.59 -55.79
-0.20 -0.51 -0.95 -8.44 -56.60
0.01 0.27 -0.94 -8.28 -63.70
-0.41 0.02 -0.99 -8.04 -98.74
-0.39 0.47 -1.01 -7.85 -122.02
-1.11 0.17 -0.96 -7.62 -136.35
-1.39 0.14 -0.82 -7.36 -132.46
-1.39 0.17 -0.58 -7.01 -98.16
-0.64 0.16 -0.43 -6.71 -73.36
-0.74 -0.21 -0.33 -6.40 -63.39
-0.39 -0.30 -0.23 -6.09 -46.22
-0.52 -0.20 -0.18 -5.66 -45.56
-0.60 0.05 -0.12 -5.35 -43.24
-0.43 0.28 -0.07 -5.05 -37.56
-0.59 0.18 -0.03 -4.74 -38.73
-0.92 0.37 0.01 0.38 -211.05
-0.74 0.69 0.07 0.32 -193.48
-0.43 0.69 0.10 0.62 -191.34
-0.35 0.35 0.11 0.92 -194.79
-0.52 0.11 0.10 1.34 -209.41
-0.46 0.02 0.14 1.63 -204.85
-0.94 -0.10 0.36 1.93 -159.99
-0.82 -0.05 0.59 2.22 -105.59
-1.02 0.04 0.83 2.56 -51.15
-1.18 0.21 1.00 2.85 -14.82
-0.64 0.33 1.13 3.12 20.98
-0.25 0.29 1.18 3.37 42.59
-0.09 0.21 1.18 3.63 51.22
0.01 0.18 1.15 3.86 53.64
0.17 0.14 1.07 4.02 45.97
0.18 0.16 0.99 4.15 38.15
0.20 0.21 0.90 4.25 28.29
0.32 0.22 0.81 4.34 16.43
0.34 0.22 0.74 4.40 11.51
0.52 0.20 0.65 4.43 1.53
0.68 0.19 0.51 4.43 -17.89
0.70 0.14 0.42 4.40 -24.67
0.59 0.16 0.37 4.35 -25.06
0.60 0.19 0.32 4.29 -23.66
0.67 0.20 0.27 4.21 -24.06
0.58 0.21 0.20 4.12 -28.96
0.30 0.19 0.14 4.02 -38.68
0.14 0.18 0.12 3.90 -40.67
0.16 0.19 0.10 3.78 -42.20
0.13 0.19 0.06 3.68 -48.13
0.16 0.20 0.04 -0.10 76.17
0.15 0.22 0.02 -0.10 70.20
0.27 0.22 0.00 -0.12 69.39
0.33 0.22 -0.02 -0.10 64.31
0.32 0.23 -0.06 -0.10 53.30
0.33 0.22 -0.13 -0.11 35.30
0.38 0.20 -0.20 -0.23 23.83
0.30 0.21 -0.26 -0.36 10.00
0.05 0.20 -0.30 -0.46 -2.86
-0.11 0.16 -0.31 -0.54 -11.83
-0.19 0.18 -0.33 -0.61 -21.93
-0.14 0.23 -0.35 -0.67 -35.08
-0.05 0.24 -0.39 -0.73 -48.63
-0.02 0.22 -0.42 -0.77 -62.72
-0.14 0.18 -0.45 -0.80 -77.50
-0.29 0.18 -0.45 -0.81 -88.44
-0.39 0.18 -0.44 -0.80 -96.96
-0.60 0.16 -0.41 -0.77 -102.26
-0.72 0.17 -0.36 -0.72 -105.36
-0.72 0.20 -0.30 -0.64 -105.67
-0.65 0.24 -0.23 -0.54 -100.27
-0.75 0.26 -0.16 -0.43 -95.84
-0.80 0.22 -0.06 -0.29 -82.77
-0.72 0.22 0.02 0.13 -84.89
-0.64 0.28 0.07 0.14 -76.47
-0.20 0.25 0.10 0.31 -73.65
-0.06 0.10 0.07 0.44 -80.01
-0.22 0.01 0.04 0.57 -92.04
-0.65 -0.07 0.05 0.14 -82.04
-0.86 -0.10 0.08 0.15 -80.29
-0.68 0.08 0.13 0.38 -80.72
-0.35 0.30 0.13 0.54 -86.37
-0.12 0.17 0.08 0.69 -100.67
-0.43 0.01 0.06 0.84 -113.05
-0.77 0.15 0.13 0.20 -76.09
-0.54 0.14 0.23 0.36 -56.98
-0.18 0.11 0.28 0.52 -45.02
-0.10 0.05 0.24 0.67 -55.03
-0.27 0.21 0.18 0.85 -73.85
-0.34 0.37 0.15 1.02 -88.09
-0.55 0.34 0.16 1.17 -92.92
-0.60 0.39 0.22 1.33 -84.46
-0.64 0.29 0.29 1.48 -73.98
-0.52 0.12 0.35 1.64 -63.84
-0.46 0.22 0.37 1.83 -63.50
-0.46 0.35 0.41 1.98 -56.83
1.07 0.10 0.42 2.12 -34.26
1.64 0.08 0.31 2.18 -33.79
1.35 -0.08 0.21 2.20 -36.49
2.00 -0.19 0.10 2.17 -28.82
2.77 -0.08 -0.04 2.07 -21.39
3.13 0.43 -0.23 -0.17 50.51
3.52 0.32 -0.45 -0.40 45.85
3.47 -0.07 -0.60 -0.77 57.48
3.28 0.12 -0.75 -1.20 69.77
3.25 0.41 -0.94 -1.60 64.90
3.86 0.63 -1.18 -2.07 49.43
3.56 0.52 -1.47 -2.57 15.56
2.77 0.57 -1.75 -3.20 -24.83
1.94 0.40 -1.93 -3.72 -59.49
0.69 -0.00 -2.10 -4.19 -114.58
-0.36 -0.39 -2.25 -4.60 -187.21
-0.84 -0.34 -2.34 -5.06 -246.03
-1.32 -0.03 -2.39 -5.29 -308.04
-1.61 0.35 -2.38 -5.44 -358.52
-2.11 0.31 -2.25 -5.49 -386.56
-2.81 -0.04 -2.00 -5.44 -385.09
-1.89 0.95 -1.64 -5.31 -334.77
-1.51 0.81 -1.38 -5.10 -305.56
-1.63 -0.03 -1.18 -4.88 -295.49
-2.24 -0.40 -0.98 -4.54 -286.07
