=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2020.12.21 16:21:41 =~=~=~=~=~=~=~=~=~=~=~=
Adafruit MPU6050 test!
MPU6050 Found!
Accelerometer range set to: +-8G
-0.04 -0.11 -0.08 0.03 44
-0.02 -0.10 -0.07 0.03 42
-0.04 -0.09 -0.07 0.03 42
-0.05 -0.09 -0.07 0.04 41
-0.04 -0.08 -0.06 0.04 40
-0.01 -0.06 -0.06 0.03 39
0.02 -0.07 -0.06 0.03 37
0.03 -0.06 -0.06 0.03 36
0.03 -0.07 -0.05 0.03 35
0.04 -0.07 -0.05 0.03 33
0.05 -0.08 -0.05 0.03 32
0.04 -0.08 -0.05 0.03 31
0.06 -0.08 -0.05 0.02 30
0.09 -0.07 -0.05 0.02 28
0.09 -0.07 -0.06 0.02 27
0.10 -0.06 -0.06 0.02 26
0.11 -0.08 -0.06 0.01 25
0.14 -0.08 -0.06 0.01 24
0.13 -0.08 -0.07 0.01 23
0.11 -0.08 -0.07 0.01 22
0.12 -0.09 -0.07 0.00 22
0.13 -0.09 -0.07 0.00 21
0.13 -0.09 -0.08 0.00 21
0.12 -0.08 -0.08 -0.00 21
0.13 -0.06 -0.08 -0.00 20
0.13 -0.05 -0.09 -0.00 20
0.13 -0.05 -0.09 -0.01 19
0.13 -0.06 -0.09 -0.01 19
0.13 -0.07 -0.09 -0.01 19
0.14 -0.08 -0.10 -0.01 19
0.14 -0.06 -0.10 -0.01 19
0.14 -0.09 -0.10 -0.02 18
0.14 -0.07 -0.10 -0.04 18
0.11 -0.07 -0.11 -0.05 18
0.11 -0.07 -0.11 -0.06 18
0.12 -0.08 -0.11 -0.08 17
0.11 -0.08 -0.11 -0.09 17
0.11 -0.07 -0.11 -0.11 17
0.08 -0.06 -0.11 -0.12 17
0.08 -0.07 -0.12 -0.14 18
0.08 -0.07 -0.12 -0.15 19
0.07 -0.07 -0.12 -0.16 19
0.06 -0.09 -0.12 -0.17 20
0.05 -0.08 -0.12 -0.18 20
0.03 -0.08 -0.12 -0.19 21
0.03 -0.10 -0.12 -0.19 21
0.03 -0.09 -0.12 -0.20 21
0.04 -0.09 -0.12 -0.20 22
0.04 -0.09 -0.12 -0.21 22
0.03 -0.08 -0.12 -0.21 22
0.01 -0.09 -0.11 -0.21 23
0.01 -0.08 -0.11 -0.21 24
0.02 -0.08 -0.11 -0.20 24
0.03 -0.08 -0.11 -0.20 25
0.03 -0.07 -0.11 -0.20 25
0.02 -0.08 -0.11 -0.19 25
0.02 -0.07 -0.11 -0.18 26
0.01 -0.07 -0.11 -0.18 26
0.02 -0.06 -0.10 -0.17 27
0.02 -0.07 -0.10 -0.16 27
0.03 -0.08 -0.10 -0.15 27
0.01 -0.07 -0.10 -0.14 28
0.01 -0.06 -0.10 -0.13 28
0.00 -0.06 -0.10 0.01 33
0.00 -0.07 -0.09 0.01 33
0.04 -0.07 -0.09 0.01 33
0.03 -0.09 -0.09 0.01 32
0.03 -0.09 -0.09 0.01 32
0.04 -0.09 -0.09 0.01 31
0.01 -0.08 -0.09 0.01 31
0.02 -0.08 -0.08 0.01 31
0.04 -0.08 -0.08 0.02 31
0.03 -0.07 -0.08 0.01 30
0.03 -0.08 -0.08 0.01 30
0.05 -0.08 -0.08 0.01 30
0.06 -0.07 -0.08 0.01 29
0.06 -0.07 -0.08 0.01 29
0.07 -0.07 -0.08 0.01 28
0.07 -0.06 -0.08 0.01 28
0.06 -0.05 -0.08 0.01 27
0.07 -0.07 -0.08 0.01 27
0.07 -0.05 -0.08 0.01 27
0.07 -0.05 -0.09 0.01 27
0.08 -0.05 -0.09 0.00 26
0.09 -0.05 -0.09 0.00 26
0.08 -0.03 -0.09 0.00 26
0.09 -0.05 -0.09 0.00 25
0.08 -0.06 -0.09 0.00 25
0.09 -0.06 -0.09 0.00 24
0.11 -0.06 -0.09 0.00 24
0.11 -0.07 -0.09 -0.00 23
0.11 -0.06 -0.09 -0.00 23
0.11 -0.08 -0.09 -0.00 23
0.10 -0.08 -0.10 -0.00 23
0.09 -0.09 -0.10 -0.00 23
0.08 -0.08 -0.10 -0.00 23
0.10 -0.08 -0.10 -0.01 23
0.10 -0.08 -0.10 -0.01 23
0.09 -0.09 -0.10 -0.02 23
0.09 -0.08 -0.10 -0.02 23
0.09 -0.08 -0.11 -0.03 23
0.08 -0.08 -0.11 -0.04 23
0.08 -0.09 -0.11 -0.04 23
0.08 -0.11 -0.11 -0.05 23
0.07 -0.10 -0.11 -0.05 23
0.08 -0.09 -0.11 -0.06 23
0.07 -0.09 -0.11 -0.07 23
0.06 -0.08 -0.11 -0.07 23
0.06 -0.08 -0.11 -0.07 23
0.06 -0.07 -0.11 -0.08 23
0.05 -0.07 -0.11 -0.08 23
0.05 -0.08 -0.11 -0.08 23
0.04 -0.06 -0.11 -0.09 24
0.06 -0.08 -0.11 -0.09 24
0.05 -0.08 -0.11 -0.09 24
0.04 -0.08 -0.11 -0.09 25
0.05 -0.07 -0.11 -0.09 25
0.05 -0.06 -0.11 -0.09 25
0.04 -0.07 -0.11 -0.09 26
0.04 -0.05 -0.10 -0.09 26
0.04 -0.07 -0.10 -0.08 26
0.02 -0.08 -0.10 -0.08 27
0.02 -0.07 -0.10 -0.08 27
0.03 -0.08 -0.10 -0.07 28
0.05 -0.09 -0.10 -0.07 28
0.04 -0.08 -0.10 -0.06 28
0.03 -0.06 -0.10 -0.05 28
0.03 -0.07 -0.10 0.01 30
0.03 -0.07 -0.09 0.01 29
0.06 -0.07 -0.09 0.01 29
0.06 -0.07 -0.09 0.01 29
0.06 -0.07 -0.09 0.01 29
0.06 -0.06 -0.09 0.00 28
0.02 -0.07 -0.09 0.01 29
0.03 -0.07 -0.09 0.01 29
0.05 -0.08 -0.09 0.01 29
0.05 -0.07 -0.09 0.01 29
0.05 -0.07 -0.09 0.01 28
0.04 -0.08 -0.09 0.01 28
0.03 -0.08 -0.09 0.01 29
0.06 -0.07 -0.09 0.01 29
0.07 -0.07 -0.09 0.01 28
0.07 -0.09 -0.09 0.01 28
0.08 -0.08 -0.09 0.00 28
0.08 -0.07 -0.09 0.00 27
0.05 -0.08 -0.09 0.00 27
0.06 -0.08 -0.09 0.00 27
0.06 -0.08 -0.09 0.00 27
0.06 -0.08 -0.09 0.00 27
0.07 -0.08 -0.09 0.00 27
0.06 -0.09 -0.09 0.00 26
0.07 -0.06 -0.09 0.00 26
0.07 -0.08 -0.09 0.00 26
0.07 -0.07 -0.09 0.00 26
0.07 -0.08 -0.09 0.00 26
0.08 -0.09 -0.09 0.00 26
0.08 -0.08 -0.10 0.00 26
0.08 -0.08 -0.10 0.00 26
0.09 -0.08 -0.10 -0.00 26
0.08 -0.07 -0.10 -0.00 26
0.08 -0.08 -0.10 -0.00 26
0.07 -0.06 -0.10 -0.00 26
0.07 -0.07 -0.10 -0.00 27
0.08 -0.08 -0.10 -0.00 27
0.08 -0.06 -0.10 -0.00 26
0.08 -0.07 -0.10 -0.00 26
0.07 -0.06 -0.10 -0.01 26
0.05 -0.07 -0.10 -0.01 25
0.03 -0.07 -0.09 0.00 25
0.03 -0.08 -0.09 0.00 25
0.03 -0.08 -0.09 0.00 25
0.03 -0.06 -0.09 0.00 25
0.09 -0.05 -0.09 0.00 24
0.12 -0.07 -0.09 -0.00 24
0.10 -0.06 -0.10 -0.00 25
0.06 -0.08 -0.10 -0.00 25
0.04 -0.08 -0.10 -0.00 26
0.03 -0.08 -0.10 0.00 27
0.05 -0.10 -0.10 0.00 27
0.06 -0.11 -0.10 0.00 27
0.07 -0.10 -0.10 0.00 27
0.05 -0.09 -0.10 0.00 27
0.04 -0.08 -0.10 0.00 27
0.05 -0.07 -0.10 0.00 28
0.05 -0.08 -0.10 0.00 28
0.07 -0.08 -0.10 0.00 27
0.07 -0.09 -0.10 0.00 27
0.06 -0.09 -0.10 0.00 27
0.05 -0.09 -0.10 0.00 27
0.07 -0.09 -0.10 0.00 26
0.09 -0.08 -0.09 0.00 26
0.09 -0.08 -0.09 0.00 25
0.07 -0.06 -0.09 0.00 25
0.08 -0.07 -0.09 -0.00 24
0.06 -0.06 -0.09 -0.00 24
0.05 -0.07 -0.09 -0.00 24
0.06 -0.08 -0.09 -0.00 25
0.07 -0.07 -0.09 -0.00 24
0.06 -0.08 -0.09 -0.00 24
0.08 -0.08 -0.09 -0.00 24
0.08 -0.06 -0.09 -0.00 24
0.08 -0.07 -0.10 -0.00 24
0.07 -0.06 -0.10 -0.00 24
0.09 -0.05 -0.10 -0.00 24
0.08 -0.05 -0.10 -0.00 24
0.07 -0.07 -0.10 -0.00 24
0.08 -0.07 -0.10 -0.00 24
0.08 -0.07 -0.10 -0.00 24
0.08 -0.07 -0.10 -0.00 24
0.09 -0.07 -0.10 -0.00 24
0.08 -0.08 -0.10 -0.00 23
0.07 -0.08 -0.10 -0.00 24
0.07 -0.07 -0.10 -0.00 23
0.07 -0.08 -0.10 -0.00 24
0.07 -0.08 -0.10 -0.00 23
0.07 -0.07 -0.10 -0.00 24
0.08 -0.08 -0.10 -0.00 24
0.08 -0.08 -0.10 -0.00 24
0.08 -0.09 -0.10 -0.00 24
0.07 -0.08 -0.10 -0.01 24
0.01 -0.09 -0.10 -0.01 25
-0.13 -0.10 -0.10 0.00 27
-0.27 -0.09 -0.09 0.01 30
-0.39 -0.09 -0.07 0.02 32
-0.48 -0.11 -0.04 0.03 32
-0.51 -0.10 -0.02 0.05 32
-0.54 -0.10 0.01 0.05 32
-0.58 -0.11 0.04 0.06 31
-0.61 -0.12 0.07 0.07 29
-0.65 -0.11 0.11 0.08 27
-0.67 -0.10 0.15 0.18 26
-0.64 -0.10 0.19 0.28 23
-0.68 -0.11 0.23 0.39 20
-0.59 -0.12 0.28 0.50 12
-0.50 -0.10 0.32 0.61 6
-0.37 -0.09 0.35 0.72 1
-0.19 -0.09 0.37 0.83 4
-0.03 -0.10 0.38 0.92 11
0.12 -0.11 0.39 1.00 18
0.21 -0.08 0.39 1.06 25
0.31 -0.05 0.39 1.11 34
0.43 -0.05 0.38 1.14 44
0.53 -0.06 0.38 1.16 55
0.62 -0.08 0.38 1.14 68
0.71 -0.07 0.37 1.12 81
0.85 -0.04 0.35 1.06 93
0.92 -0.04 0.32 0.98 104
1.15 -0.08 0.29 0.87 118
1.58 -0.16 0.22 0.72 127
2.15 -0.10 0.11 0.53 131
2.30 -0.08 -0.08 0.26 118
2.07 -0.13 -0.29 -0.01 92
1.43 -0.22 -0.47 -0.29 61
1.24 -0.11 -0.61 -0.57 36
1.26 0.07 -0.73 -0.86 16
0.86 0.18 -0.83 -1.14 3
0.97 0.04 -0.91 -1.42 19
0.84 -0.26 -0.99 -1.63 38
0.87 -0.01 -1.03 -1.89 45
1.12 0.25 -1.05 -2.19 43
1.04 0.20 -1.09 -2.44 47
0.67 0.01 -1.12 -2.68 56
-0.00 -0.11 -1.09 -2.89 61
-0.16 -0.19 -0.99 -3.07 45
0.11 -0.19 -0.85 -3.23 14
0.43 -0.12 -0.75 -3.37 10
0.53 -0.09 -0.73 -3.52 17
0.45 -0.07 -0.73 -3.68 17
0.26 -0.05 -0.73 -3.80 15
-0.03 -0.04 -0.70 -3.91 15
-0.08 -0.08 -0.67 -3.98 13
0.02 -0.11 -0.67 -4.05 8
0.09 -0.09 -0.68 -4.11 0
0.14 -0.06 -0.70 -4.16 11
0.14 -0.02 -0.73 -4.20 25
0.02 -0.00 -0.77 -4.23 42
-0.01 -0.03 -0.79 -4.24 57
-0.04 -0.02 -0.81 -4.24 70
-0.09 -0.08 -0.82 -4.23 84
-0.49 -0.14 -0.81 -4.19 97
-0.64 -0.15 -0.74 -4.12 98
-0.81 -0.11 -0.67 -4.03 96
-1.01 -0.05 -0.56 -3.91 90
-0.92 -0.01 -0.44 -3.77 77
-0.64 -0.09 -0.34 -3.61 63
-0.53 -0.18 -0.26 -3.45 53
-0.51 -0.22 -0.20 -3.28 47
-0.56 -0.20 -0.13 -3.10 40
-0.61 -0.17 -0.08 -2.92 37
-0.67 -0.06 -0.02 -2.73 33
-0.50 0.00 0.00 0.19 129
-0.25 -0.00 -0.01 0.19 131
-0.24 0.01 -0.04 0.22 138
-0.18 -0.01 -0.07 0.18 142
-0.23 -0.04 -0.08 0.36 151
-0.14 -0.09 -0.09 0.54 157
-0.49 -0.07 -0.09 0.72 165
-1.24 0.02 -0.03 0.92 170
-1.58 0.18 0.08 0.23 132
-1.43 0.20 0.21 0.47 118
-0.89 0.02 0.32 0.72 97
-1.18 -0.37 0.37 0.98 100
-1.58 -0.38 0.43 1.26 103
-1.72 -0.25 0.53 1.55 97
-1.61 -0.32 0.63 1.86 91
-1.17 -0.12 0.72 2.16 77
-0.76 -0.07 0.82 2.46 54
-1.01 -0.22 0.96 2.75 23
-0.74 -0.15 1.10 3.03 14
-0.21 -0.04 1.18 3.33 42
-0.23 0.15 1.21 3.56 57
-0.37 -0.20 1.23 3.76 70
-0.54 -0.05 1.25 3.94 81
0.12 0.03 1.25 4.10 95
0.62 -0.17 1.20 4.21 105
0.87 -0.11 1.09 4.27 99
0.85 0.01 0.89 4.30 68
0.76 -0.19 0.67 4.30 29
0.21 -0.20 0.55 4.28 7
0.28 -0.15 0.48 4.26 3
0.62 -0.16 0.37 4.21 17
0.54 -0.06 0.26 4.15 35
0.16 -0.06 0.21 4.09 44
-0.04 0.01 0.23 4.02 38
0.02 -0.05 0.25 3.96 30
-0.07 -0.11 0.26 3.89 24
-0.40 -0.13 0.29 3.84 20
-0.59 -0.08 0.34 3.79 12
-0.52 -0.10 0.41 3.76 2
-0.28 -0.07 0.47 3.72 19
0.08 -0.06 0.50 3.68 35
0.20 -0.10 0.53 3.62 50
0.07 -0.12 0.55 3.56 63
0.19 -0.08 0.57 3.49 77
0.22 -0.07 0.56 3.41 85
0.33 -0.06 0.54 3.29 92
0.51 -0.08 0.51 3.18 97
0.82 -0.08 0.46 3.05 101
1.17 -0.10 0.38 2.92 102
0.92 -0.10 0.30 2.75 97
0.79 -0.06 0.23 2.55 94
0.80 -0.02 0.16 2.35 90
0.60 -0.04 0.08 2.14 79
0.88 -0.02 -0.02 1.88 67
1.19 0.03 -0.15 -0.23 116
1.25 -0.01 -0.29 -0.48 96
1.40 -0.04 -0.40 -0.74 83
1.45 -0.11 -0.45 -1.01 89
1.52 -0.12 -0.48 -1.30 99
1.53 -0.15 -0.52 -1.60 109
1.74 -0.10 -0.57 -1.92 119
1.68 -0.23 -0.62 -2.32 126
1.90 -0.11 -0.69 -2.67 131
1.73 0.25 -0.78 -3.03 127
1.60 0.25 -0.92 -3.33 104
1.60 -0.25 -1.10 -3.70 69
1.00 -0.49 -1.26 -4.05 28
0.81 -0.38 -1.36 -4.39 1
0.68 -0.25 -1.44 -4.70 23
0.43 0.17 -1.49 -4.99 44
0.35 0.18 -1.51 -5.29 58
0.31 0.05 -1.51 -5.52 70
0.14 -0.12 -1.52 -5.72 85
0.30 0.15 -1.50 -5.88 91
0.07 -0.04 -1.46 -6.02 95
-0.08 -0.16 -1.36 -6.13 84
-0.39 -0.09 -1.22 -6.21 63
-0.55 -0.01 -1.04 -6.25 34
-0.46 0.04 -0.88 -6.27 9
-0.37 0.01 -0.77 -6.26 7
-0.30 -0.02 -0.71 -6.24 12
-0.31 -0.04 -0.68 -6.20 8
-0.43 -0.09 -0.66 -6.14 0
-0.17 -0.03 -0.64 -6.07 6
0.08 -0.02 -0.67 -5.99 18
0.19 -0.13 -0.69 -5.92 29
0.33 -0.18 -0.69 -5.84 32
0.40 -0.20 -0.69 -5.75 31
0.38 -0.15 -0.69 -5.68 33
0.22 -0.06 -0.70 -5.60 41
0.01 -0.01 -0.70 -5.52 49
-0.11 -0.05 -0.70 -5.43 57
-0.14 -0.13 -0.69 -5.35 64
-0.11 -0.17 -0.70 -5.24 74
-0.48 -0.15 -0.68 -5.11 86
-0.70 -0.14 -0.63 -4.94 91
-0.80 -0.07 -0.58 -4.77 95
-0.94 -0.06 -0.53 -4.58 102
-1.11 -0.06 -0.46 -4.37 106
-1.14 -0.09 -0.37 -4.13 105
-1.01 -0.05 -0.27 -3.88 97
-0.95 -0.21 -0.18 -3.62 90
-0.82 -0.33 -0.07 -3.35 75
-0.65 -0.33 0.04 -3.08 55
-0.53 -0.19 0.11 0.32 154
-0.60 -0.18 0.13 0.59 156
-0.76 -0.05 0.17 0.86 156
-0.62 0.13 0.18 1.13 162
-1.33 0.12 0.24 1.35 163
-1.75 0.02 0.39 1.66 146
-1.33 0.04 0.54 1.97 121
-1.34 0.19 0.66 2.28 102
-1.48 0.08 0.82 2.67 79
-1.40 0.09 0.98 2.99 47
-0.89 -0.10 1.11 3.31 16
-0.60 -0.22 1.17 3.60 2
-0.21 0.20 1.19 3.86 18
-0.58 -0.17 1.24 4.11 34
-0.41 -0.21 1.30 4.33 56
0.23 -0.29 1.27 4.52 65
0.32 -0.52 1.15 4.67 49
-0.14 -0.34 1.07 4.83 35
-0.26 -0.36 1.04 4.94 35
0.02 -0.28 0.98 5.01 28
0.22 0.19 0.88 5.08 15
0.43 0.22 0.78 5.13 3
0.20 0.14 0.71 5.15 5
0.04 -0.17 0.67 5.16 6
0.23 -0.18 0.66 5.16 1
0.22 -0.12 0.65 5.14 9
0.03 -0.06 0.65 5.11 16
0.02 0.08 0.65 5.07 22
-0.07 0.24 0.66 5.03 32
-0.18 0.27 0.71 4.98 49
-0.14 0.13 0.75 4.93 66
0.29 -0.08 0.80 4.85 92
0.75 -0.17 0.80 4.75 113
0.96 -0.07 0.75 4.63 121
0.85 -0.12 0.64 4.44 115
0.57 -0.17 0.53 4.28 100
0.70 -0.25 0.43 4.10 88
0.91 -0.23 0.31 3.90 73
1.03 -0.18 0.15 3.68 48
0.94 -0.27 0.00 3.46 25
0.72 -0.26 -0.08 -0.23 134
0.36 -0.18 -0.11 -0.46 131
0.45 -0.10 -0.12 -0.73 136
0.88 -0.05 -0.14 -0.96 144
0.88 -0.00 -0.19 -1.15 141
1.10 -0.05 -0.28 -1.39 132
1.44 -0.15 -0.41 -1.66 114
1.50 -0.20 -0.58 -1.93 87
1.14 -0.06 -0.73 -2.21 56
1.01 0.17 -0.84 -2.48 35
0.92 0.22 -0.91 -2.75 21
0.72 0.24 -0.96 -3.05 13
0.71 0.10 -1.00 -3.30 1
0.80 -0.16 -1.04 -3.54 6
0.45 -0.23 -1.06 -3.75 14
0.19 -0.03 -1.04 -3.95 16
0.35 0.10 -1.01 -4.13 14
0.45 -0.09 -1.00 -4.29 15
0.13 -0.19 -1.00 -4.41 23
-0.23 -0.07 -0.96 -4.54 26
-0.16 -0.15 -0.90 -4.64 22
-0.15 -0.10 -0.83 -4.71 15
-0.02 -0.09 -0.73 -4.76 4
0.09 -0.19 -0.62 -4.81 29
0.35 -0.19 -0.55 -4.85 47
0.65 -0.25 -0.55 -4.90 53
0.63 -0.20 -0.55 -4.95 58
0.79 -0.09 -0.55 -5.02 63
0.77 -0.00 -0.59 -5.08 60
0.84 -0.09 -0.67 -5.15 43
0.80 -0.08 -0.81 -5.23 11
0.62 -0.17 -0.95 -5.30 26
-0.01 -0.31 -1.02 -5.34 56
-0.61 -0.21 -0.98 -5.36 64
-0.46 -0.04 -0.90 -5.35 59
-0.03 0.12 -0.88 -5.33 65
0.10 0.13 -0.89 -5.29 76
0.06 0.16 -0.91 -5.24 90
-0.54 0.09 -0.89 -5.18 102
-0.87 -0.02 -0.78 -5.08 94
-0.70 -0.06 -0.66 -4.96 82
-0.37 -0.09 -0.53 -4.83 58
-0.29 -0.08 -0.42 -4.69 37
-0.22 -0.04 -0.31 -4.55 15
-0.08 -0.01 -0.23 -4.38 2
-0.01 -0.05 -0.18 -4.25 12
0.12 -0.10 -0.17 -4.12 16
0.17 -0.11 -0.18 -4.02 13
-0.01 -0.12 -0.22 -3.90 1
-0.33 -0.06 -0.24 -3.78 10
-0.28 0.02 -0.24 -3.65 17
-0.13 0.02 -0.26 -3.52 28
0.08 -0.01 -0.30 -3.40 41
-0.15 -0.08 -0.36 -3.24 65
-0.35 -0.08 -0.39 -3.11 82
-0.40 -0.08 -0.40 -2.96 98
-0.56 -0.05 -0.42 -2.80 115
-0.65 -0.01 -0.41 -2.63 129
-0.76 -0.01 -0.39 -2.44 139
-1.02 -0.01 -0.33 -2.24 144
-1.39 0.03 -0.25 -2.00 147
-1.57 -0.03 -0.13 -1.69 142
-1.38 -0.05 0.03 -1.41 121
-1.36 -0.13 0.17 0.29 153
-1.26 -0.18 0.31 0.60 132
-1.13 -0.24 0.44 0.91 109
-0.93 -0.32 0.51 1.21 100
-1.10 -0.37 0.59 1.52 91
-1.55 -0.16 0.73 1.77 67
-1.59 0.04 0.90 2.10 38
-1.32 -0.11 1.04 2.49 13
-0.51 -0.29 1.11 2.79 7
-0.24 0.07 1.09 3.07 10
-0.28 0.01 1.07 3.32 10
-0.68 0.02 1.10 3.56 19
-0.30 -0.16 1.14 3.78 35
0.07 -0.27 1.13 3.96 45
0.30 -0.09 1.08 4.12 49
0.46 0.09 1.02 4.26 51
0.49 0.14 0.97 4.34 55
0.41 -0.10 0.89 4.39 49
0.32 -0.04 0.81 4.42 41
0.26 0.12 0.75 4.44 38
0.26 0.09 0.69 4.43 34
0.24 -0.04 0.62 4.42 24
0.03 -0.15 0.56 4.39 15
-0.20 -0.23 0.54 4.36 11
-0.10 -0.26 0.53 4.32 12
-0.14 -0.26 0.50 4.28 8
-0.24 -0.16 0.49 4.25 5
-0.06 -0.08 0.48 4.21 9
-0.01 0.04 0.48 4.17 14
0.07 0.01 0.49 4.12 21
0.06 -0.08 0.49 4.06 28
-0.02 -0.17 0.50 3.99 36
0.01 -0.18 0.52 3.91 47
0.14 -0.13 0.52 3.83 56
0.30 -0.05 0.52 3.74 65
0.49 -0.03 0.50 3.64 74
0.67 -0.03 0.48 3.52 84
0.77 -0.05 0.44 3.37 92
0.86 -0.10 0.40 3.21 99
0.84 -0.12 0.36 3.07 103
0.82 -0.10 0.30 2.88 104
0.68 -0.10 0.27 2.63 110
0.71 -0.06 0.25 2.42 120
0.71 -0.05 0.23 2.19 129
1.25 -0.08 0.22 1.94 148
1.66 0.01 0.12 1.67 149
1.71 -0.13 -0.07 1.37 125
2.02 -0.29 -0.29 1.04 96
1.95 -0.24 -0.47 0.69 71
1.47 -0.01 -0.60 0.26 57
1.29 0.09 -0.68 -0.09 47
1.41 0.21 -0.76 -0.45 41
1.40 0.08 -0.84 -0.81 34
1.24 -0.11 -0.91 -1.18 25
1.24 -0.20 -0.98 -1.53 16
1.18 -0.30 -1.04 -1.88 8
0.79 -0.18 -1.07 -2.15 0
0.74 0.15 -1.07 -2.53 4
0.95 0.27 -1.07 -2.84 9
0.99 0.04 -1.08 -3.15 12
0.48 -0.10 -1.09 -3.43 5
0.47 -0.17 -1.08 -3.69 5
0.35 -0.23 -1.04 -3.93 9
0.20 -0.01 -0.98 -4.15 20
0.26 0.15 -0.91 -4.35 32
0.62 0.01 -0.87 -4.54 44
0.80 -0.10 -0.88 -4.72 47
0.60 -0.10 -0.91 -4.90 39
0.41 -0.16 -0.92 -5.06 32
0.37 -0.18 -0.93 -5.21 26
0.21 0.00 -0.95 -5.34 14
0.46 0.08 -0.96 -5.46 8
0.23 -0.15 -0.96 -5.57 2
0.09 -0.26 -0.96 -5.66 3
0.19 -0.18 -0.94 -5.75 6
0.17 -0.04 -0.93 -5.80 9
0.13 0.11 -0.92 -5.85 14
0.28 0.13 -0.90 -5.88 15
0.34 -0.01 -0.91 -5.90 21
0.52 -0.11 -0.94 -5.93 32
0.56 -0.15 -0.98 -5.95 44
0.46 -0.11 -1.02 -5.96 57
0.25 -0.04 -1.03 -5.97 68
0.14 -0.06 -1.04 -5.95 79
0.09 -0.09 -1.05 -5.93 91
0.15 -0.02 -1.07 -5.89 106
-0.07 0.06 -1.10 -5.84 126
-0.79 -0.09 -1.04 -5.76 134
-0.78 -0.15 -0.92 -5.64 122
-1.02 -0.13 -0.76 -5.50 104
-0.98 -0.10 -0.58 -5.33 78
-0.64 -0.09 -0.44 -5.11 56
-0.43 -0.10 -0.36 -4.92 44
-0.45 -0.16 -0.30 -4.73 40
-0.58 -0.20 -0.26 -4.56 41
-0.68 -0.19 -0.25 -4.35 50
-0.80 -0.18 -0.25 -4.13 68
-0.96 -0.15 -0.25 -3.89 83
-0.93 -0.10 -0.23 -3.63 96
-0.73 -0.05 -0.23 -3.37 110
-1.09 0.02 -0.21 -3.04 128
-1.36 0.04 -0.12 -2.74 126
-1.24 0.01 -0.01 -2.43 117
-1.47 -0.07 0.10 0.33 195
-1.53 -0.05 0.19 0.67 193
-1.09 0.01 0.27 1.03 188
-1.29 -0.02 0.30 1.38 197
-2.30 -0.20 0.42 1.77 196
-2.24 -0.15 0.64 2.27 168
-1.79 -0.12 0.84 2.69 135
-1.44 -0.07 0.98 3.10 111
-1.27 -0.01 1.11 3.51 86
-1.91 -0.09 1.31 3.93 50
-0.92 -0.15 1.50 4.32 2
-0.60 -0.47 1.55 4.61 24
-0.79 -0.94 1.53 4.95 22
-0.33 -0.47 1.54 5.26 36
-0.58 -0.18 1.56 5.60 45
0.08 0.32 1.55 5.84 60
0.01 0.42 1.50 6.04 63
0.12 0.56 1.47 6.21 70
0.17 0.35 1.41 6.34 74
-0.31 0.20 1.41 6.46 81
0.16 -0.26 1.37 6.54 88
0.45 -0.37 1.24 6.59 74
0.34 -0.19 1.09 6.61 49
0.31 -0.22 0.95 6.60 28
0.25 -0.20 0.83 6.59 8
0.40 -0.16 0.74 6.54 1
0.41 -0.30 0.70 6.48 0
0.30 -0.16 0.68 6.41 9
0.45 0.06 0.68 6.31 23
0.51 0.15 0.67 6.20 34
0.31 -0.08 0.66 6.05 44
0.15 -0.31 0.69 5.92 63
0.34 -0.46 0.72 5.78 83
0.56 -0.34 0.71 5.61 98
0.76 -0.05 0.65 5.43 102
0.74 0.09 0.56 5.27 94
0.91 0.07 0.48 5.06 92
0.93 -0.05 0.41 4.82 92
0.94 -0.14 0.34 4.57 93
0.92 -0.17 0.27 4.25 92
0.87 -0.15 0.20 3.98 91
0.88 -0.07 0.14 3.69 91
0.72 0.01 0.09 3.40 89
1.01 -0.03 0.01 3.10 85
1.30 -0.15 -0.09 -0.31 185
1.19 -0.21 -0.20 -0.57 172
1.17 -0.14 -0.24 -0.90 176
1.33 -0.05 -0.26 -1.24 192
1.95 0.02 -0.33 -1.68 201
2.28 0.04 -0.50 -2.06 186
2.51 -0.16 -0.73 -2.48 154
2.16 -0.36 -0.98 -2.91 112
1.49 -0.57 -1.19 -3.33 67
1.27 -0.49 -1.35 -3.74 28
0.62 0.07 -1.46 -4.13 4
1.05 -0.21 -1.52 -4.49 19
0.72 -0.27 -1.57 -4.90 35
0.70 0.14 -1.61 -5.22 50
0.51 0.54 -1.60 -5.50 56
-0.03 0.54 -1.56 -5.75 61
0.23 0.00 -1.49 -5.97 55
0.15 0.25 -1.44 -6.15 52
0.39 0.07 -1.42 -6.32 56
0.08 -0.29 -1.42 -6.43 71
-0.20 -0.21 -1.36 -6.55 72
-0.38 -0.31 -1.26 -6.62 64
-0.36 -0.23 -1.14 -6.66 49
-0.24 -0.06 -1.00 -6.68 25
-0.35 -0.04 -0.84 -6.67 2
-0.28 -0.02 -0.70 -6.65 27
-0.22 -0.09 -0.60 -6.61 45
-0.09 -0.16 -0.54 -6.57 55
0.20 -0.20 -0.54 -6.52 52
0.55 -0.20 -0.59 -6.47 39
0.65 0.01 -0.67 -6.44 22
0.55 -0.11 -0.75 -6.41 1
0.28 -0.19 -0.80 -6.37 16
0.42 -0.23 -0.83 -6.33 25
0.53 -0.18 -0.86 -6.31 34
0.27 -0.11 -0.89 -6.26 48
-0.18 -0.01 -0.88 -6.21 58
