=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2020.12.22 17:26:59 =~=~=~=~=~=~=~=~=~=~=~=
Adafruit MPU6050 test!
MPU6050 Found!
Accelerometer range set to: +-8G
-0.71 0.21 1.36 4.83 -67.81
-0.76 -0.72 1.40 5.22 -56.57
-0.61 0.08 1.43 5.66 -47.19
-0.75 0.85 1.42 6.01 -47.17
-0.95 0.85 1.38 6.33 -58.72
-1.52 -0.96 1.40 6.73 -66.33
-0.73 0.21 1.42 7.10 -62.95
-0.35 0.43 1.44 7.38 -48.43
0.09 0.43 1.47 7.62 -23.12
-0.31 -0.61 1.49 7.83 -7.13
-0.75 0.56 1.48 8.03 -7.55
-0.28 0.99 1.43 8.24 -12.87
0.39 0.94 1.41 8.37 3.61
0.19 -0.14 1.44 8.49 27.30
-0.57 0.11 1.47 8.57 43.21
-0.78 -0.71 1.48 8.65 46.76
0.01 0.13 1.46 8.71 56.41
0.84 1.11 1.44 8.72 81.56
0.24 1.34 1.43 8.70 97.07
-0.11 0.67 1.42 8.65 105.64
0.46 -0.29 1.35 8.57 109.38
0.51 0.06 1.24 8.45 103.02
0.41 -0.54 1.06 8.33 73.15
0.44 -0.82 0.91 8.19 49.20
0.25 -0.24 0.82 8.00 38.92
0.48 0.48 0.74 7.83 33.03
0.46 0.91 0.67 7.65 29.48
0.74 1.24 0.61 7.45 34.03
0.60 1.05 0.56 7.23 35.00
0.51 0.78 0.53 6.91 45.97
0.71 0.02 0.51 6.67 59.69
-0.08 -0.33 0.56 6.44 77.52
0.21 -0.07 0.65 6.20 112.06
0.60 0.21 0.66 5.94 132.51
0.24 0.20 0.56 5.64 116.41
0.06 -0.28 0.46 5.39 95.26
0.55 -0.29 0.35 5.13 78.68
0.63 0.18 0.27 4.81 74.08
0.53 0.39 0.21 4.49 71.87
0.40 0.44 0.17 4.22 68.80
0.64 0.38 0.11 3.95 65.49
0.73 0.37 0.06 3.67 64.89
0.95 0.33 -0.01 3.38 64.34
0.84 0.27 -0.06 -0.35 183.82
0.60 0.30 -0.09 -0.65 186.56
0.22 0.30 -0.08 -0.99 192.66
0.22 0.35 -0.04 -1.26 208.37
1.08 0.28 -0.03 -0.34 188.30
1.74 0.32 -0.17 -0.31 166.73
1.19 0.38 -0.37 -0.63 128.49
0.15 0.37 -0.49 -0.94 94.37
-0.25 0.32 -0.43 -1.26 103.94
-0.25 0.27 -0.32 -1.51 126.97
0.49 0.27 -0.33 -1.81 130.40
0.93 0.03 -0.46 -2.05 106.13
1.09 -0.24 -0.57 -2.35 90.13
0.97 -0.22 -0.61 -2.61 88.13
0.94 0.16 -0.63 -2.86 92.47
1.16 0.21 -0.70 -3.13 87.46
0.65 0.30 -0.78 -3.43 71.37
0.28 0.62 -0.78 -3.66 67.47
0.39 0.31 -0.78 -3.93 68.12
0.04 0.43 -0.80 -4.13 55.96
0.07 0.41 -0.80 -4.31 47.40
0.25 0.56 -0.80 -4.50 44.82
0.02 0.57 -0.77 -4.64 45.08
0.42 0.41 -0.77 -4.78 46.20
0.33 0.39 -0.81 -4.90 32.70
0.60 0.21 -0.82 -5.02 32.45
0.56 0.51 -0.80 -5.19 39.01
-0.04 0.21 -0.75 -5.28 44.74
-0.24 -0.19 -0.70 -5.36 48.20
-0.43 -0.05 -0.62 -5.41 55.39
0.33 -0.22 -0.47 -5.47 95.42
0.67 -0.20 -0.44 -5.53 111.73
0.71 -0.23 -0.50 -5.59 101.45
0.41 0.33 -0.58 -5.66 82.55
0.08 1.03 -0.64 -5.73 61.47
0.08 0.91 -0.68 -5.77 43.30
-0.31 0.68 -0.73 -5.79 16.98
-0.20 0.36 -0.78 -5.79 -7.71
-0.07 0.50 -0.81 -5.78 -26.25
-0.02 0.18 -0.84 -5.74 -42.43
0.09 0.34 -0.82 -5.71 -46.02
-0.16 0.01 -0.84 -5.66 -60.72
-0.52 0.10 -0.74 -5.57 -50.86
-0.21 -0.08 -0.55 -5.47 -11.48
-0.08 0.00 -0.39 -5.38 26.87
0.30 0.49 -0.34 -5.30 43.36
0.38 0.73 -0.33 -5.23 47.48
0.10 0.58 -0.33 -5.16 47.16
0.21 0.37 -0.33 -5.08 46.12
0.16 0.37 -0.33 -5.01 45.22
0.18 0.26 -0.33 -4.94 43.03
0.25 -0.15 -0.36 -4.88 34.79
0.12 0.10 -0.41 -4.81 19.55
-0.11 0.18 -0.44 -4.74 5.76
-0.24 0.22 -0.46 -4.67 -10.67
-0.41 0.33 -0.48 -4.58 -26.30
-0.41 0.26 -0.47 -4.47 -37.05
-0.46 0.07 -0.48 -4.33 -53.62
-0.71 -0.12 -0.48 -4.17 -72.91
-0.43 0.17 -0.45 -4.02 -75.82
-0.53 0.35 -0.36 -3.86 -63.17
-0.85 0.11 -0.18 -3.65 -31.98
-0.95 0.27 -0.02 -3.46 -4.63
-0.35 0.45 0.11 0.19 -97.02
0.11 0.38 0.16 0.36 -81.00
0.39 0.24 0.12 0.51 -81.90
0.24 0.20 0.07 0.70 -93.41
-0.27 0.25 0.05 0.14 -77.83
-0.62 0.29 0.13 0.14 -61.70
-0.61 0.23 0.24 0.29 -40.87
-0.51 0.11 0.36 0.44 -12.45
-0.17 0.08 0.46 0.60 15.04
0.08 0.08 0.49 0.73 28.90
0.14 0.15 0.48 0.83 34.67
0.09 0.29 0.47 0.94 36.05
-0.00 0.37 0.46 1.01 39.32
0.00 0.35 0.46 1.09 43.96
0.04 0.24 0.45 1.15 47.18
0.09 0.18 0.44 1.19 49.80
0.17 0.18 0.42 1.22 52.86
0.23 0.19 0.39 1.24 51.43
0.17 0.23 0.36 1.24 50.43
0.14 0.25 0.34 1.24 49.56
0.07 0.27 0.31 1.23 47.16
0.07 0.27 0.29 1.21 46.05
0.13 0.26 0.26 1.19 43.74
0.23 0.19 0.22 1.15 37.75
0.23 0.21 0.17 1.12 32.33
0.15 0.27 0.12 1.07 22.99
0.07 0.30 0.09 1.03 16.11
-0.00 0.32 0.07 -0.06 47.06
-0.17 0.24 0.05 -0.04 37.35
-0.11 0.21 0.05 -0.03 36.61
-0.07 0.17 0.08 -0.03 43.30
-0.06 0.13 0.13 -0.03 55.31
0.10 0.18 0.20 -0.07 78.95
0.26 0.21 0.24 -0.11 96.10
0.49 0.23 0.26 -0.17 112.54
0.61 0.29 0.26 -0.26 126.00
0.87 0.27 0.23 -0.35 135.54
1.31 0.29 0.15 -0.50 138.19
1.56 0.19 0.01 -0.66 126.23
1.25 0.30 -0.20 -0.18 66.89
0.83 0.34 -0.44 -0.36 11.50
0.29 0.25 -0.56 -0.57 -20.66
-0.02 0.26 -0.60 -0.73 -38.11
-0.22 0.24 -0.61 -0.89 -47.67
-0.29 0.29 -0.59 -1.00 -53.48
0.08 0.28 -0.57 -1.09 -52.61
0.10 0.12 -0.56 -1.19 -55.43
-0.05 0.07 -0.58 -1.27 -66.17
-0.35 0.19 -0.56 -1.32 -73.73
-0.36 0.32 -0.48 -1.35 -62.05
-0.43 0.29 -0.36 -1.36 -42.48
-0.24 0.24 -0.22 -1.36 -10.60
-0.11 0.20 -0.13 -1.36 11.26
0.06 0.15 -0.06 -1.36 28.97
0.03 0.18 -0.01 0.00 -3.05
0.04 0.21 0.02 -0.00 6.36
-0.01 0.22 0.04 -0.00 10.77
-0.06 0.22 0.05 0.00 12.45
-0.07 0.23 0.06 0.00 13.95
-0.12 0.23 0.06 0.00 12.45
-0.19 0.22 0.05 0.01 8.58
-0.29 0.23 0.04 0.02 2.54
-0.26 0.24 0.04 0.02 -0.98
-0.21 0.25 0.05 0.02 -1.93
-0.14 0.24 0.05 0.02 -2.38
-0.11 0.23 0.05 0.03 -3.33
-0.16 0.23 0.05 0.03 -4.94
-0.16 0.23 0.06 0.03 -4.74
-0.10 0.24 0.06 0.03 -2.29
0.02 0.24 0.07 0.03 0.01
0.04 0.23 0.06 0.02 0.11
0.03 0.23 0.05 0.02 -0.48
0.03 0.23 0.04 0.02 -0.06
0.07 0.23 0.04 0.01 0.64
0.09 0.23 0.03 0.01 1.33
0.11 0.20 0.02 0.01 1.47
0.12 0.21 0.01 0.00 0.19
0.09 0.22 -0.00 0.00 -1.68
0.07 0.24 -0.01 -0.00 -3.55
0.05 0.25 -0.02 -0.00 -5.69
0.05 0.24 -0.03 -0.00 -8.20
0.05 0.23 -0.05 -0.00 -11.35
0.05 0.23 -0.06 -0.00 -14.80
0.06 0.23 -0.07 -0.00 -18.33
0.05 0.23 -0.09 -0.00 -22.97
0.03 0.21 -0.10 -0.00 -26.76
0.04 0.24 -0.11 -0.00 -30.18
0.05 0.23 -0.13 -0.00 -34.25
0.07 0.23 -0.14 -0.00 -37.95
0.05 0.22 -0.15 0.00 -41.42
0.02 0.22 -0.16 0.00 -45.10
0.03 0.21 -0.17 0.01 -48.79
0.03 0.21 -0.18 0.02 -53.06
0.01 0.18 -0.19 0.03 -59.01
-0.11 0.21 -0.19 0.04 -62.89
-0.20 0.24 -0.18 0.07 -64.52
-0.16 0.21 -0.15 0.09 -62.22
-0.02 0.19 -0.14 0.13 -59.56
0.03 0.21 -0.12 0.16 -57.15
0.01 0.19 -0.11 0.19 -55.28
-0.02 0.24 -0.09 0.22 -51.91
0.03 0.21 -0.07 0.25 -46.67
0.10 0.23 -0.06 0.03 -32.69
0.06 0.27 -0.04 0.02 -27.14
0.05 0.30 -0.02 0.02 -20.47
0.14 0.28 -0.02 0.02 -17.06
0.17 0.21 -0.05 0.01 -20.73
0.18 0.23 -0.09 0.01 -31.30
0.06 0.23 -0.17 0.01 -50.80
-0.06 0.26 -0.22 0.02 -68.03
-0.17 0.25 -0.25 0.04 -83.00
-0.15 0.24 -0.28 0.07 -97.49
-0.13 0.20 -0.31 0.11 -110.54
-0.19 0.19 -0.34 0.16 -125.38
-0.27 0.19 -0.35 0.21 -136.42
-0.42 0.24 -0.32 0.29 -139.47
-0.47 0.31 -0.21 0.39 -119.86
-0.33 0.15 -0.07 0.47 -88.02
-0.12 0.30 0.07 0.08 -36.75
-0.01 0.35 0.18 0.08 -2.67
0.09 0.31 0.21 0.14 9.79
0.10 0.27 0.19 0.21 6.35
-0.11 0.10 0.15 0.26 -4.71
-0.43 -0.13 0.15 0.34 -10.19
-0.63 -0.05 0.17 0.41 -14.32
-0.31 0.14 0.16 0.48 -21.37
-0.02 0.44 0.08 0.56 -40.90
-0.01 0.41 0.01 0.07 -40.79
-0.14 0.35 -0.05 0.07 -59.25
-0.27 0.22 -0.10 0.07 -74.77
-0.23 0.24 -0.12 0.15 -87.37
-0.03 0.24 -0.15 0.25 -97.07
-0.05 0.13 -0.17 0.33 -106.27
-0.18 0.15 -0.17 0.41 -111.30
-0.33 0.19 -0.13 0.49 -107.68
-0.26 0.24 -0.08 0.60 -98.59
-0.42 0.16 0.01 0.10 -61.28
-0.18 0.15 0.13 0.09 -27.94
-0.15 0.29 0.20 0.18 -10.69
0.22 0.11 0.22 0.29 0.74
0.49 0.29 0.11 0.35 -20.60
0.23 0.30 -0.03 0.40 -53.81
-0.01 0.29 -0.16 0.05 -77.81
-0.87 0.28 -0.20 0.12 -105.10
-1.09 0.15 -0.10 0.24 -100.14
-1.04 0.13 0.01 0.36 -87.77
-0.63 0.24 0.08 0.13 -66.96
-0.23 0.25 0.08 0.28 -69.08
0.00 0.29 0.08 0.40 -69.39
-0.11 0.23 0.08 0.54 -71.83
-0.12 0.11 0.08 0.65 -72.46
-0.03 -0.06 0.08 0.76 -71.66
-0.30 0.32 0.11 0.87 -69.87
-0.33 0.21 0.13 0.97 -67.99
-0.38 0.17 0.17 1.11 -63.89
-0.09 0.41 0.18 1.23 -60.16
0.05 0.35 0.15 1.33 -67.49
-0.48 0.41 0.11 1.43 -83.79
-0.58 0.28 0.15 1.55 -81.37
-0.72 0.25 0.20 1.67 -78.83
-0.94 0.12 0.25 1.81 -80.01
-0.46 0.12 0.29 1.94 -73.46
-0.69 0.43 0.32 2.08 -74.31
-0.60 0.08 0.37 2.28 -71.86
-0.45 0.08 0.41 2.42 -62.89
-0.34 0.57 0.45 2.55 -53.46
0.35 0.75 0.46 2.66 -39.54
0.02 0.98 0.44 2.78 -41.08
-0.23 0.90 0.45 2.87 -40.08
-0.84 0.33 0.54 2.97 -23.91
-0.91 0.24 0.61 3.08 -13.01
-1.14 -0.38 0.66 3.23 -11.25
-0.39 -0.58 0.68 3.36 -6.25
0.18 -0.41 0.64 3.46 -7.20
0.06 0.05 0.56 3.53 -22.14
0.15 0.42 0.49 3.60 -32.60
-0.27 0.48 0.48 3.66 -35.62
-0.24 0.74 0.50 3.72 -30.65
-0.23 0.81 0.51 3.77 -25.85
-0.01 0.28 0.49 3.82 -27.45
0.12 0.30 0.45 3.84 -29.40
-0.18 0.51 0.45 3.87 -27.68
-0.18 0.56 0.49 3.89 -15.15
-0.38 0.46 0.55 3.91 -0.72
-0.39 -0.06 0.61 3.93 15.08
-0.38 -0.38 0.64 3.95 24.98
-0.49 -0.25 0.66 3.97 27.77
-0.06 -0.23 0.63 3.98 24.71
0.02 -0.22 0.58 3.98 19.47
-0.25 0.18 0.57 3.97 16.44
-0.10 0.62 0.57 3.96 20.80
-0.01 0.74 0.56 3.94 25.88
-0.10 0.59 0.55 3.92 26.59
-0.01 0.20 0.53 3.89 26.05
0.13 0.09 0.53 3.85 33.94
0.12 0.10 0.55 3.78 47.70
0.05 0.35 0.59 3.72 65.07
0.21 0.68 0.61 3.65 81.84
0.86 0.68 0.58 3.55 95.28
1.10 0.32 0.48 3.42 92.35
0.94 0.17 0.37 3.24 82.90
0.94 0.17 0.25 3.07 69.09
0.45 0.23 0.13 2.89 46.01
-0.04 0.26 0.10 2.69 39.77
-0.11 0.25 0.11 2.53 43.25
-0.11 0.23 0.11 2.35 43.30
-0.06 0.20 0.07 2.21 30.99
0.01 0.11 0.02 -0.14 95.42
0.05 0.12 -0.00 -0.13 86.83
0.11 0.22 0.01 -0.13 88.24
0.21 0.27 0.03 -0.15 93.28
0.30 0.32 0.04 -0.15 98.76
0.21 0.29 0.06 -0.13 102.59
0.06 0.27 0.09 -0.12 108.66
-0.05 0.25 0.14 -0.24 123.16
-0.06 0.24 0.18 -0.38 136.33
0.12 0.20 0.22 -0.50 149.17
0.38 0.24 0.21 -0.62 157.68
0.39 0.24 0.17 -0.75 154.64
0.39 0.21 0.09 -0.93 141.20
0.52 0.11 0.01 -1.07 129.38
0.71 0.13 -0.12 -0.15 68.51
0.92 0.21 -0.29 -0.31 36.35
1.15 0.33 -0.39 -0.52 23.75
0.98 0.58 -0.45 -0.70 20.78
0.77 0.56 -0.46 -0.89 26.38
0.53 0.36 -0.45 -1.08 35.07
0.40 0.25 -0.41 -1.29 49.86
0.30 0.25 -0.34 -1.50 71.15
0.14 0.24 -0.29 -1.66 83.11
-0.08 0.21 -0.27 -1.81 85.99
0.00 0.23 -0.27 -1.95 82.62
0.06 0.29 -0.28 -2.10 80.55
0.20 0.38 -0.30 -2.22 74.16
0.24 0.31 -0.35 -2.34 62.66
0.25 0.33 -0.38 -2.47 55.76
0.21 0.20 -0.40 -2.58 50.17
0.11 -0.01 -0.41 -2.69 43.47
0.34 0.34 -0.39 -2.78 50.71
0.47 -0.13 -0.37 -2.88 60.95
0.41 -0.43 -0.36 -2.97 68.09
0.35 -0.25 -0.35 -3.08 72.86
0.29 -0.01 -0.37 -3.17 67.53
0.01 0.57 -0.41 -3.27 55.65
-0.32 0.94 -0.42 -3.33 42.91
-0.58 0.83 -0.37 -3.37 41.42
-0.52 0.42 -0.32 -3.39 42.16
-0.31 0.37 -0.29 -3.39 41.02
0.37 0.46 -0.31 -3.40 39.35
0.61 0.17 -0.38 -3.41 27.43
0.61 0.30 -0.44 -3.44 17.70
0.14 0.23 -0.42 -3.47 19.52
-0.18 0.09 -0.38 -3.47 24.86
-0.39 0.20 -0.31 -3.47 32.68
-0.56 -0.11 -0.23 -3.44 42.45
-0.26 -0.12 -0.15 -3.41 58.89
0.07 -0.24 -0.08 -3.38 77.58
0.41 -0.09 -0.04 0.02 -22.13
0.62 0.39 -0.03 0.00 -9.76
0.49 0.61 -0.06 -0.01 -10.25
-0.19 0.57 -0.07 -0.00 -15.73
-0.35 0.68 -0.06 0.01 -19.73
-0.27 0.51 -0.05 0.01 -23.75
-0.21 0.37 -0.06 0.02 -28.51
-0.33 0.26 -0.04 0.03 -30.91
-0.45 0.15 -0.00 0.05 -27.29
-0.22 0.16 0.07 0.04 -7.87
0.10 0.25 0.11 0.04 5.15
0.36 0.39 0.10 0.06 12.15
0.39 0.46 0.08 0.07 14.74
-0.10 0.35 0.09 0.01 18.28
-0.30 0.01 0.17 0.02 37.75
-0.07 -0.01 0.30 0.03 74.97
0.29 0.12 0.44 0.02 120.59
0.94 0.38 0.47 -0.01 151.32
0.93 0.60 0.47 -0.09 171.61
1.29 0.71 0.44 -0.21 190.92
1.76 0.50 0.28 -0.36 179.83
1.42 0.18 -0.04 -0.53 117.95
0.65 0.20 -0.25 -0.21 52.84
0.43 0.14 -0.36 -0.39 27.91
0.09 0.44 -0.44 -0.55 3.38
-0.05 0.40 -0.45 -0.69 -4.67
0.33 0.07 -0.46 -0.86 -5.74
0.16 0.11 -0.48 -0.98 -12.34
0.10 0.18 -0.46 -1.13 -8.74
-0.06 0.16 -0.45 -1.23 -14.17
-0.32 -0.02 -0.41 -1.31 -12.22
-0.03 0.23 -0.34 -1.38 2.90
-0.12 0.35 -0.23 -1.46 30.24
-0.08 0.35 -0.09 -1.52 64.34
0.63 0.28 -0.03 -1.60 91.39
1.01 0.20 -0.06 -0.09 44.54
0.52 -0.09 -0.14 -0.10 27.79
0.51 0.16 -0.16 -0.22 29.35
0.19 0.37 -0.16 -0.32 31.35
-0.05 0.24 -0.14 -0.41 35.69
0.06 0.27 -0.11 -0.50 43.44
0.21 0.32 -0.09 -0.59 51.01
0.08 0.27 -0.10 -0.70 51.10
0.11 0.24 -0.11 -0.78 48.25
0.09 0.25 -0.12 -0.86 47.26
0.06 0.34 -0.14 -0.93 39.84
0.18 -0.05 -0.18 -1.00 31.13
0.45 -0.10 -0.19 -1.09 34.24
0.32 0.10 -0.18 -1.16 39.91
0.27 0.41 -0.16 -1.24 48.61
0.36 0.42 -0.16 -1.33 54.75
0.24 0.47 -0.15 -1.43 61.39
0.33 0.37 -0.18 -1.51 55.96
0.42 0.17 -0.25 -1.59 41.63
0.28 0.23 -0.31 -1.68 28.53
0.18 0.32 -0.33 -1.75 22.79
0.37 0.26 -0.36 -1.85 15.52
0.34 0.25 -0.40 -1.92 6.60
0.14 0.14 -0.44 -2.00 -5.46
0.17 0.20 -0.48 -2.07 -17.14
-0.14 0.50 -0.51 -2.11 -34.30
-0.14 0.43 -0.50 -2.15 -39.09
-0.40 0.23 -0.47 -2.17 -41.83
-0.34 -0.06 -0.42 -2.16 -38.52
-0.11 -0.16 -0.33 -2.15 -18.40
0.01 -0.17 -0.19 -2.14 16.32
0.03 -0.08 -0.10 -2.13 40.45
0.24 0.12 -0.04 -2.12 59.42
0.33 0.28 -0.03 -0.00 -5.44
0.04 0.41 -0.02 -0.00 -3.70
0.21 0.45 -0.01 -0.01 2.84
0.10 0.37 -0.02 -0.01 1.13
0.21 0.43 -0.11 -0.01 -20.57
0.10 0.33 -0.20 -0.02 -46.10
-0.15 0.31 -0.25 -0.03 -65.32
-0.29 0.33 -0.25 -0.02 -72.16
-0.15 0.29 -0.23 -0.00 -70.75
-0.19 0.19 -0.21 0.02 -72.43
-0.27 0.21 -0.21 0.05 -77.73
-0.46 0.23 -0.18 0.10 -81.54
-0.46 0.24 -0.13 0.16 -76.35
-0.69 0.20 0.00 0.24 -52.75
-0.62 0.18 0.14 0.10 -16.88
-0.40 0.19 0.27 0.18 14.94
-0.29 0.22 0.41 0.26 50.61
-0.09 0.29 0.49 0.34 75.17
0.39 0.28 0.49 0.39 86.08
0.58 0.18 0.38 0.42 71.62
0.49 0.18 0.28 0.43 54.39
0.44 0.25 0.19 0.42 40.83
0.33 0.24 0.11 0.40 26.67
0.25 0.22 0.06 0.37 17.89
0.26 0.21 0.02 -0.03 25.41
0.16 0.23 -0.03 -0.03 12.15
0.04 0.22 -0.07 -0.03 0.76
-0.12 0.21 -0.09 -0.03 -7.34
-0.19 0.25 -0.08 -0.02 -11.37
-0.20 0.25 -0.07 -0.01 -13.17
-0.27 0.24 -0.06 -0.00 -16.41
-0.28 0.25 -0.05 0.01 -17.85
-0.19 0.25 -0.03 0.01 -16.15
-0.09 0.23 -0.02 0.02 -14.19
-0.00 0.21 -0.01 0.01 -12.35
0.05 0.18 -0.01 0.01 -12.00
0.00 0.18 -0.02 0.01 -12.88
-0.14 0.21 -0.02 0.01 -14.59
-0.21 0.24 0.00 0.03 -13.03
-0.24 0.25 0.02 0.02 -10.92
-0.23 0.23 0.03 0.03 -9.98
-0.21 0.22 0.04 0.03 -10.70
-0.20 0.24 0.03 0.03 -14.31
-0.27 0.24 0.03 0.05 -19.34
-0.31 0.22 0.03 0.05 -22.82
-0.37 0.20 0.03 0.05 -26.15
-0.46 0.21 0.04 0.07 -29.13
-0.55 0.22 0.07 0.07 -29.82
-0.57 0.23 0.08 0.10 -32.13
-0.62 0.24 0.10 0.09 -33.52
-0.69 0.22 0.13 0.19 -37.38
-0.73 0.21 0.15 0.31 -42.00
-0.79 0.21 0.18 0.43 -46.38
-0.91 0.22 0.22 0.60 -49.35
-1.01 0.25 0.27 0.78 -52.73
-1.04 0.22 0.32 0.95 -54.52
-1.05 0.22 0.37 1.12 -55.08
-1.09 0.20 0.41 1.32 -58.51
-1.22 0.19 0.46 1.56 -63.40
-1.37 0.20 0.54 1.78 -58.80
-1.43 0.19 0.63 2.02 -53.33
-1.24 0.17 0.72 2.27 -42.62
-0.94 0.16 0.81 2.61 -29.00
-0.80 0.16 0.88 2.85 -15.93
-0.59 0.22 0.94 3.07 0.20
-0.30 0.23 0.99 3.28 20.48
-0.11 0.23 1.03 3.47 37.52
0.25 0.24 1.03 3.65 53.18
0.39 0.25 1.01 3.77 65.79
0.39 0.25 1.00 3.86 79.77
0.47 0.25 0.98 3.92 92.41
0.57 0.26 0.94 3.95 100.81
0.66 0.22 0.89 3.94 108.09
0.63 0.24 0.84 3.90 114.97
0.95 0.29 0.76 3.83 116.94
1.27 0.23 0.66 3.71 119.04
1.23 0.22 0.53 3.54 112.66
1.00 0.19 0.44 3.37 110.09
1.11 0.15 0.38 3.13 116.75
1.13 0.13 0.30 2.92 118.56
1.36 0.10 0.22 2.62 125.23
1.46 0.05 0.10 2.35 117.94
1.09 0.19 -0.08 2.07 87.14
0.91 0.26 -0.18 1.78 73.59
1.07 0.44 -0.26 1.42 70.23
1.00 0.35 -0.37 1.12 55.28
0.75 0.11 -0.45 0.76 42.90
1.05 0.23 -0.51 0.46 39.13
0.95 0.33 -0.57 0.16 35.36
0.79 0.05 -0.59 -0.20 38.29
0.94 0.09 -0.62 -0.50 43.11
0.67 0.20 -0.64 -0.79 40.96
0.22 0.19 -0.65 -1.07 37.65
0.28 0.13 -0.61 -1.32 44.93
0.16 0.29 -0.56 -1.66 58.91
0.08 0.46 -0.53 -1.88 65.21
0.56 0.46 -0.52 -2.09 70.63
0.74 0.45 -0.56 -2.31 68.39
0.52 0.19 -0.59 -2.52 62.89
0.72 0.16 -0.58 -2.77 72.28
0.38 0.18 -0.54 -2.96 83.02
0.59 0.25 -0.51 -3.16 97.11
1.12 0.36 -0.56 -3.40 100.13
1.04 0.18 -0.60 -3.66 101.16
0.78 0.41 -0.68 -3.87 84.68
1.08 0.29 -0.90 -4.08 35.35
0.50 0.24 -1.07 -4.28 -12.97
0.19 0.40 -1.16 -4.45 -44.57
-0.18 0.08 -1.18 -4.63 -64.43
-0.20 0.26 -1.16 -4.74 -76.21
-0.20 0.12 -1.15 -4.84 -88.64
-0.20 0.13 -1.14 -4.90 -99.65
-0.36 0.07 -1.08 -4.93 -102.38
-0.54 0.06 -0.93 -4.93 -80.67
-0.38 0.23 -0.72 -4.90 -37.81
-0.06 0.24 -0.53 -4.87 7.30
0.08 0.18 -0.43 -4.83 31.06
-0.03 0.10 -0.38 -4.79 38.60
0.42 0.10 -0.34 -4.75 52.66
0.35 0.19 -0.39 -4.73 42.63
0.01 0.26 -0.51 -4.69 4.43
-0.86 0.24 -0.55 -4.62 -27.75
-0.70 0.28 -0.51 -4.53 -35.27
-0.49 0.28 -0.50 -4.43 -45.90
-0.45 0.39 -0.48 -4.31 -52.18
0.74 0.51 -0.51 -4.19 -54.71
1.00 0.46 -0.65 -4.10 -81.10
0.20 0.25 -0.74 -4.02 -110.41
-0.41 0.28 -0.72 -3.92 -121.93
-0.50 0.34 -0.62 -3.80 -109.63
-0.54 0.23 -0.48 -3.64 -86.08
-0.58 0.13 -0.37 -3.50 -71.65
-0.62 0.11 -0.27 -3.34 -58.17
-0.39 0.17 -0.19 -3.18 -44.82
-0.28 0.22 -0.16 -2.95 -45.79
-0.26 0.23 -0.16 -2.78 -51.35
-0.13 0.23 -0.18 -2.62 -62.77
-0.32 0.22 -0.19 -2.45 -72.78
-0.46 0.21 -0.19 -2.24 -82.26
-0.41 0.20 -0.17 -2.07 -88.33
-0.51 0.24 -0.17 -1.88 -99.41
-0.55 0.27 -0.17 -1.69 -108.73
-0.70 0.29 -0.14 -1.41 -118.83
-1.02 0.33 -0.08 -1.19 -121.14
-0.98 0.39 0.03 -0.96 -107.37
-0.86 0.34 0.09 0.24 -138.92
-0.84 0.33 0.13 0.54 -144.22
-0.86 0.21 0.16 0.80 -148.52
-1.00 -0.01 0.16 1.06 -164.57
-1.48 -0.19 0.23 1.35 -167.73
-1.44 -0.16 0.36 1.77 -155.19
-1.47 -0.01 0.50 2.08 -137.68
-0.95 0.15 0.66 2.39 -106.23
-1.11 0.19 0.76 2.77 -92.76
-0.90 -0.02 0.88 3.07 -65.05
-0.72 0.12 1.01 3.37 -33.67
-0.22 0.21 1.09 3.63 -4.19
-0.28 0.03 1.10 3.88 6.54
-0.16 0.43 1.11 4.14 16.09
-0.26 0.66 1.08 4.38 12.37
-0.14 0.77 1.05 4.55 11.22
-0.11 0.29 1.01 4.70 8.96
-0.39 0.47 0.98 4.84 6.48
-0.08 -0.09 0.94 4.99 2.69
-0.64 -0.29 0.90 5.10 -11.18
-0.51 -0.41 0.88 5.21 -15.77
-0.47 -0.15 0.85 5.34 -23.95
-0.52 0.41 0.81 5.44 -33.70
0.12 0.41 0.76 5.53 -38.07
0.03 0.00 0.68 5.59 -52.01
-0.26 0.15 0.65 5.65 -60.37
-0.24 0.29 0.65 5.70 -56.79
-0.32 0.68 0.71 5.75 -37.65
0.16 0.49 0.75 5.79 -15.93
0.09 0.33 0.78 5.80 1.60
0.10 0.46 0.81 5.79 19.48
0.17 0.49 0.84 5.77 38.39
-0.24 0.50 0.87 5.74 52.08
0.18 0.12 0.91 5.69 75.20
0.47 -0.09 0.92 5.62 97.21
0.53 -0.06 0.91 5.52 110.79
0.51 -0.13 0.80 5.41 98.43
0.57 -0.16 0.65 5.22 78.90
0.24 -0.01 0.50 5.08 48.07
0.38 0.30 0.35 4.93 16.00
0.32 0.37 0.25 4.78 -2.86
0.24 0.38 0.18 4.63 -15.56
0.31 0.31 0.13 4.44 -19.78
0.50 0.19 0.09 4.28 -22.29
0.50 0.10 0.03 4.11 -26.72
0.17 0.22 -0.00 -0.20 111.55
0.01 0.24 0.02 -0.16 110.99
-0.02 0.20 0.08 -0.18 122.62
0.24 0.25 0.16 -0.33 151.50
0.56 0.30 0.20 -0.49 173.80
0.90 0.30 0.19 -0.67 189.79
0.96 0.28 0.11 -0.90 186.65
1.28 0.29 -0.00 -1.16 180.01
2.00 0.23 -0.18 -0.25 122.85
1.79 0.13 -0.37 -0.53 98.18
